#time X Y Z
2056-08-05_21:16:17 3.8787550034104195E9 1.5480464843073087E9 1.5737205877689676E9
2056-10-05_01:49:53 3.887936124472482E9 1.552475594115453E9 1.5469281127595463E9
2056-12-04_05:23:29 3.896963412154557E9 1.5568177538785696E9 1.5201060356802316E9
2057-02-02_09:57:05 3.9058259336837654E9 1.5610942127667167E9 1.4932320091557558E9
2057-04-03_15:30:41 3.914539327058603E9 1.5653377939228432E9 1.4662383809987767E9
2057-06-02_20:04:17 3.9231036699424906E9 1.569495324038949E9 1.439199470195555E9
2057-08-02_00:37:53 3.931498059567199E9 1.573611522202803E9 1.4120866335718167E9
2057-10-01_05:11:29 3.93973870592669E9 1.5776399057657876E9 1.384926848487931E9
2057-11-30_08:45:05 3.9478227631331906E9 1.5816053764740796E9 1.357715397276178E9
2058-01-29_13:18:41 3.955736011364787E9 1.5855298978784494E9 1.3304229065197809E9
2058-03-30_17:52:17 3.963497864907326E9 1.5893663198081279E9 1.3030881561410995E9
2058-05-29_23:25:53 3.971091068664265E9 1.5931631578653765E9 1.2756639553732986E9
2058-07-29_03:59:29 3.978529842091993E9 1.5968703627335398E9 1.2481819501453216E9
2058-09-27_08:33:05 3.985804066216736E9 1.6005107806975148E9 1.220672451927512E9
2058-11-26_12:06:41 3.9929048883259096E9 1.6041111994977934E9 1.1930769275142086E9
2059-01-25_16:40:17 3.99984775224525E9 1.6076183151694481E9 1.165462758458497E9
2059-03-26_21:13:53 4.006616030306107E9 1.6110856099862378E9 1.1377591089345856E9
2059-05-26_02:47:29 4.013220680453161E9 1.6144567848209171E9 1.1100292730933394E9
2059-07-25_07:21:05 4.019671152399364E9 1.6177662138743696E9 1.0822229681708696E9
2059-09-23_11:54:41 4.025936782969254E9 1.6210318589586535E9 1.0543653850149673E9
2059-11-22_15:28:17 4.0320392577441163E9 1.6242003267220855E9 1.0264794329175171E9
2060-01-21_20:01:53 4.0379728140013633E9 1.6273004606305845E9 9.985764587314972E8
2060-03-22_00:35:29 4.0437289820080037E9 1.6303611080939236E9 9.705816184813391E8
2060-05-21_06:09:05 4.049327814366591E9 1.633326454300952E9 9.42561341112039E8
2060-07-20_10:42:41 4.054744937757766E9 1.6362501879274032E9 9.144638999238461E8
2060-09-18_15:16:17 4.0599928522454123E9 1.6390731900561597E9 8.863743081582941E8
2060-11-17_18:49:53 4.065078539837046E9 1.6418306709103558E9 8.58237724758534E8
2061-01-16_23:23:29 4.0699738618113213E9 1.644544108365984E9 8.300639311017436E8
2061-03-18_03:57:05 4.07471391758185E9 1.6471608610896535E9 8.018657190585301E8
2061-05-17_09:30:41 4.0792681695023155E9 1.6497362899493754E9 7.735983838947368E8
2061-07-16_14:04:17 4.0836596187550707E9 1.652212204597972E9 7.453165770840895E8
2061-09-14_18:37:53 4.087883162342473E9 1.6546195966522815E9 7.170250647996739E8
2061-11-13_22:11:29 4.0919204886150117E9 1.6569860347035384E9 6.886701318812954E8
2062-01-13_02:45:05 4.095790154261182E9 1.6592487537142498E9 6.603442624796162E8
2062-03-14_07:18:41 4.099498911438646E9 1.6614467541940088E9 6.319661183293775E8
2062-05-13_12:52:17 4.103017434262223E9 1.6636027836270573E9 6.035455060806917E8
2062-07-12_17:25:53 4.1063834181222143E9 1.6656611779056182E9 5.751138874598521E8
2062-09-10_21:59:29 4.109559291361569E9 1.667677478621197E9 5.46645318861096E8
2062-11-10_01:33:05 4.1125727151131945E9 1.6695922322357745E9 5.1819344764111876E8
2063-01-09_06:06:41 4.115420882028428E9 1.6714393526068637E9 4.897429354794107E8
2063-03-10_10:40:17 4.118082369518724E9 1.6732474102882104E9 4.6122351114281136E8
2063-05-09_16:13:53 4.120590579331005E9 1.6749551666171734E9 4.327254109914913E8
2063-07-08_20:47:29 4.1229111070585837E9 1.6766244976255584E9 4.0416955754191554E8
2063-09-07_01:21:05 4.1250713402462792E9 1.678190971281995E9 3.7563678968581766E8
2063-11-06_04:54:41 4.1270703214461293E9 1.6796913846868556E9 3.4710523293111396E8
2064-01-05_09:28:17 4.128878831782161E9 1.6811519756684942E9 3.1854812543096095E8
2064-03-05_14:01:53 4.130539297381389E9 1.6825135467891283E9 2.899984426775762E8
2064-05-04_19:35:29 4.13202236882434E9 1.6838029379300349E9 2.6144108936825687E8
2064-07-04_00:09:05 4.1333257869152718E9 1.6850579479078152E9 2.3282642772310075E8
2064-09-02_04:42:41 4.1344804539294267E9 1.6862127675589547E9 2.0426162758759347E8
2064-11-01_08:16:17 4.135446654507619E9 1.6873297199731488E9 1.756688109172042E8
2064-12-31_12:49:53 4.13625807449791E9 1.6883443232030241E9 1.471069972166699E8
2065-03-01_17:23:29 4.1369121672291946E9 1.6892944066863887E9 1.1853600986285877E8
2065-04-30_22:57:05 4.1373756363750577E9 1.690206380578263E9 8.993954275668138E7
2065-06-30_03:30:41 4.1376955726071215E9 1.6910195419243364E9 6.134061001985496E7
2065-08-29_08:04:17 4.137827415816689E9 1.6917959185383873E9 3.274779266345074E7
